"dep","sexe","jour","hosp","rea","HospConv","SSR_USLD","autres","rad","dc"
"14","2","2021-07-30","35","3","27","4","1","1387","270"
"15","0","2021-07-30","3","1","2","0","0","593","136"
"15","1","2021-07-30","3","1","2","0","0","287","78"
"15","2","2021-07-30","0","0","0","0","0","302","55"
"16","0","2021-07-30","13","1","5","7","0","672","159"
"16","1","2021-07-30","7","0","4","3","0","353","97"
"16","2","2021-07-30","6","1","1","4","0","311","62"
"17","0","2021-07-30","68","12","38","18","0","1201","331"
"17","1","2021-07-30","39","6","23","10","0","640","207"
"17","2","2021-07-30","29","6","15","8","0","558","124"
"18","0","2021-07-30","11","0","6","5","0","1586","514"
"18","1","2021-07-30","8","0","4","4","0","735","274"
"18","2","2021-07-30","3","0","2","1","0","847","239"
"19","0","2021-07-30","2","0","1","0","1","924","219"
"19","1","2021-07-30","2","0","1","0","1","451","126"
"19","2","2021-07-30","0","0","0","0","0","466","92"
"21","0","2021-07-30","68","4","27","37","0","3835","945"
"21","1","2021-07-30","32","2","11","19","0","1936","548"
"21","2","2021-07-30","35","1","16","18","0","1872","390"
"22","0","2021-07-30","20","1","10","6","3","1271","248"
"22","1","2021-07-30","9","1","5","1","2","602","141"
"22","2","2021-07-30","10","0","5","4","1","665","106"
"23","0","2021-07-30","18","1","8","9","0","598","97"
"23","1","2021-07-30","12","1","6","5","0","298","55"
"23","2","2021-07-30","6","0","2","4","0","298","41"
"24","0","2021-07-30","88","0","26","62","0","870","222"
"24","1","2021-07-30","43","0","13","30","0","418","124"
"24","2","2021-07-30","45","0","13","32","0","452","98"
"25","0","2021-07-30","28","2","18","8","0","2446","522"
"25","1","2021-07-30","11","0","9","2","0","1271","311"
"25","2","2021-07-30","17","2","9","6","0","1170","210"
"26","0","2021-07-30","32","4","14","14","0","2971","775"
"26","1","2021-07-30","19","3","6","10","0","1505","436"
"26","2","2021-07-30","13","1","8","4","0","1424","322"
"27","0","2021-07-30","67","0","9","58","0","1981","502"
"27","1","2021-07-30","27","0","7","20","0","970","278"
"27","2","2021-07-30","39","0","2","37","0","993","218"
"28","0","2021-07-30","24","5","14","5","0","2908","516"
"28","1","2021-07-30","16","4","9","3","0","1477","280"
"28","2","2021-07-30","8","1","5","2","0","1411","234"
"29","0","2021-07-30","42","5","14","21","2","1169","266"
"29","1","2021-07-30","29","5","8","14","2","597","171"
"29","2","2021-07-30","13","0","6","7","0","561","92"
"2A","0","2021-07-30","23","2","7","12","2","523","118"
"2A","1","2021-07-30","14","2","5","6","1","264","65"
"2A","2","2021-07-30","9","0","2","6","1","258","53"
"2B","0","2021-07-30","25","3","17","2","3","465","88"
"2B","1","2021-07-30","15","1","11","2","1","258","56"
"2B","2","2021-07-30","10","2","6","0","2","205","32"
"30","0","2021-07-30","79","8","35","35","1","3033","654"
"30","1","2021-07-30","39","7","17","15","0","1573","379"
"30","2","2021-07-30","39","0","18","20","1","1443","275"
"31","0","2021-07-30","184","37","79","65","3","5426","821"
"31","1","2021-07-30","93","24","41","28","0","2842","504"
"31","2","2021-07-30","88","13","36","36","3","2549","312"
"32","0","2021-07-30","7","2","3","2","0","476","102"
"32","1","2021-07-30","5","2","1","2","0","231","57"
"32","2","2021-07-30","2","0","2","0","0","243","45"
"33","0","2021-07-30","130","26","80","24","0","5579","1083"
"33","1","2021-07-30","77","16","47","14","0","2853","608"
"33","2","2021-07-30","52","10","32","10","0","2704","472"
"34","0","2021-07-30","153","39","73","40","1","4934","1000"
"34","1","2021-07-30","76","26","33","17","0","2615","588"
"34","2","2021-07-30","75","13","38","23","1","2304","409"
"35","0","2021-07-30","140","10","79","50","1","3611","717"
"35","1","2021-07-30","68","7","42","19","0","1812","395"
"35","2","2021-07-30","72","3","37","31","1","1772","319"
"36","0","2021-07-30","13","1","3","9","0","1051","269"
"36","1","2021-07-30","7","1","2","4","0","530","143"
"36","2","2021-07-30","5","0","0","5","0","510","123"
"37","0","2021-07-30","46","8","9","27","2","2224","503"
"37","1","2021-07-30","28","6","7","14","1","1139","312"
"37","2","2021-07-30","18","2","2","13","1","1081","190"
"38","0","2021-07-30","101","12","53","30","6","7822","1776"
"38","1","2021-07-30","58","9","30","17","2","3797","1025"
"38","2","2021-07-30","43","3","23","13","4","3987","742"
"39","0","2021-07-30","12","1","8","0","3","2005","486"
"39","1","2021-07-30","7","1","4","0","2","914","253"
"39","2","2021-07-30","5","0","4","0","1","1074","230"
"40","0","2021-07-30","24","2","19","3","0","939","252"
"40","1","2021-07-30","11","0","11","0","0","483","131"
"40","2","2021-07-30","13","2","8","3","0","453","118"
"41","0","2021-07-30","27","0","5","21","1","1651","331"
"41","1","2021-07-30","19","0","3","15","1","831","201"
"41","2","2021-07-30","8","0","2","6","0","815","130"
"42","0","2021-07-30","69","8","34","27","0","5949","1369"
"42","1","2021-07-30","43","4","24","15","0","2969","793"
"42","2","2021-07-30","26","4","10","12","0","2937","566"
"43","0","2021-07-30","30","1","9","19","1","1298","258"
"43","1","2021-07-30","13","0","5","8","0","635","146"
"43","2","2021-07-30","17","1","4","11","1","643","110"
"44","0","2021-07-30","51","7","26","17","1","4031","847"
"44","1","2021-07-30","30","4","15","10","1","2024","472"
"44","2","2021-07-30","21","3","11","7","0","2007","375"
"45","0","2021-07-30","92","16","19","52","5","3146","657"
"45","1","2021-07-30","47","11","7","27","2","1593","400"
"45","2","2021-07-30","45","5","12","25","3","1537","254"
"46","0","2021-07-30","4","0","2","2","0","416","100"
"46","1","2021-07-30","3","0","2","1","0","205","61"
"46","2","2021-07-30","1","0","0","1","0","210","39"
"47","0","2021-07-30","7","0","6","1","0","888","185"
"47","1","2021-07-30","3","0","2","1","0","444","112"
"47","2","2021-07-30","4","0","4","0","0","420","69"
"48","0","2021-07-30","1","0","0","1","0","452","119"
"48","1","2021-07-30","0","0","0","0","0","242","70"
"48","2","2021-07-30","1","0","0","1","0","205","49"
"49","0","2021-07-30","52","4","28","18","2","3419","715"
"49","1","2021-07-30","32","4","16","12","0","1681","442"
"49","2","2021-07-30","20","0","12","6","2","1738","273"
"50","0","2021-07-30","57","5","15","37","0","1541","380"
"50","1","2021-07-30","35","3","10","22","0","777","211"
"50","2","2021-07-30","21","2","4","15","0","751","164"
"51","0","2021-07-30","62","3","36","23","0","3643","913"
"51","1","2021-07-30","24","1","17","6","0","1825","510"
"51","2","2021-07-30","34","2","17","15","0","1774","393"
"52","0","2021-07-30","9","0","4","5","0","1385","373"
"52","1","2021-07-30","5","0","3","2","0","665","190"
"52","2","2021-07-30","4","0","1","3","0","709","178"
"53","0","2021-07-30","7","0","6","1","0","1303","277"
"53","1","2021-07-30","3","0","3","0","0","634","154"
"53","2","2021-07-30","4","0","3","1","0","669","123"
"54","0","2021-07-30","103","14","55","32","2","4730","1214"
"54","1","2021-07-30","42","7","23","12","0","2351","698"
"54","2","2021-07-30","60","7","31","20","2","2348","509"
"55","0","2021-07-30","5","0","0","4","1","1406","380"
"55","1","2021-07-30","0","0","0","0","0","694","213"
"55","2","2021-07-30","5","0","0","4","1","708","167"
"56","0","2021-07-30","79","8","31","9","31","2101","435"
"56","1","2021-07-30","42","5","17","3","17","1062","253"
"56","2","2021-07-30","37","3","14","6","14","1026","180"
"57","0","2021-07-30","88","17","51","17","3","7662","2415"
"57","1","2021-07-30","45","14","19","11","1","3846","1349"
"57","2","2021-07-30","43","3","32","6","2","3770","1047"
"58","0","2021-07-30","20","1","2","17","0","1099","335"
"58","1","2021-07-30","10","0","1","9","0","517","189"
"58","2","2021-07-30","10","1","1","8","0","566","143"
"59","0","2021-07-30","303","32","160","103","8","17582","3905"
"59","1","2021-07-30","138","21","64","48","5","8727","2135"
"59","2","2021-07-30","159","11","93","52","3","8697","1747"
"60","0","2021-07-30","125","8","28","87","2","5212","1391"
"60","1","2021-07-30","62","6","12","43","1","2583","771"
"60","2","2021-07-30","63","2","16","44","1","2589","608"
"61","0","2021-07-30","35","3","10","22","0","1716","357"
"61","1","2021-07-30","11","2","4","5","0","796","201"
"61","2","2021-07-30","24","1","6","17","0","902","152"
"62","0","2021-07-30","187","18","76","92","1","8407","1962"
"62","1","2021-07-30","103","15","40","47","1","4024","1033"
"62","2","2021-07-30","84","3","36","45","0","4286","909"
"63","0","2021-07-30","57","3","20","23","11","2794","747"
"63","1","2021-07-30","23","1","9","9","4","1316","408"
"63","2","2021-07-30","31","2","11","14","4","1455","335"
"64","0","2021-07-30","72","11","36","23","2","2094","482"
"64","1","2021-07-30","36","8","18","10","0","1059","262"
"64","2","2021-07-30","33","3","16","13","1","1022","218"
"65","0","2021-07-30","12","1","8","3","0","989","210"
"65","1","2021-07-30","5","1","4","0","0","482","106"
"65","2","2021-07-30","7","0","4","3","0","502","104"
"66","0","2021-07-30","84","12","49","21","2","1457","336"
"66","1","2021-07-30","44","8","28","8","0","771","217"
"66","2","2021-07-30","40","4","21","13","2","685","118"
"67","0","2021-07-30","76","10","40","25","1","7389","1741"
"67","1","2021-07-30","37","4","18","14","1","3791","975"
"67","2","2021-07-30","36","5","20","11","0","3582","759"
"68","0","2021-07-30","46","10","24","10","2","6270","1528"
"68","1","2021-07-30","25","10","8","6","1","3224","868"
"68","2","2021-07-30","21","0","16","4","1","3036","657"
"69","0","2021-07-30","184","39","69","71","5","15523","3191"
"69","1","2021-07-30","100","23","39","36","2","7660","1864"
"69","2","2021-07-30","83","16","30","34","3","7700","1300"
"70","0","2021-07-30","13","1","8","4","0","1308","266"
"70","1","2021-07-30","5","1","3","1","0","650","152"
"70","2","2021-07-30","8","0","5","3","0","655","113"
"71","0","2021-07-30","49","3","23","17","6","4780","1107"
"71","1","2021-07-30","31","3","14","12","2","2194","590"
"71","2","2021-07-30","18","0","9","5","4","2545","509"
"72","0","2021-07-30","24","2","6","16","0","3009","611"
"72","1","2021-07-30","7","2","1","4","0","1425","351"
"72","2","2021-07-30","17","0","5","12","0","1584","260"
"73","0","2021-07-30","43","3","27","11","2","2938","701"
"73","1","2021-07-30","27","2","17","6","2","1465","403"
"73","2","2021-07-30","16","1","10","5","0","1457","296"
"74","0","2021-07-30","49","10","27","12","0","5007","1033"
"74","1","2021-07-30","21","6","10","5","0","2605","612"
"74","2","2021-07-30","27","4","17","6","0","2378","418"
"75","0","2021-07-30","271","70","146","52","3","20985","4590"
"75","1","2021-07-30","157","47","83","26","1","11276","2833"
"75","2","2021-07-30","112","23","61","26","2","9565","1740"
"76","0","2021-07-30","159","21","96","42","0","6760","1560"
"76","1","2021-07-30","70","11","41","18","0","3274","858"
"76","2","2021-07-30","86","9","53","24","0","3440","693"
"77","0","2021-07-30","137","37","49","49","2","9249","2057"
"77","1","2021-07-30","76","22","20","33","1","4781","1172"
"77","2","2021-07-30","61","15","29","16","1","4411","874"
"78","0","2021-07-30","117","20","36","58","3","8618","1855"
"78","1","2021-07-30","52","10","17","22","3","4387","1098"
"78","2","2021-07-30","65","10","19","36","0","4202","755"
"79","0","2021-07-30","7","1","4","1","1","1148","258"
"79","1","2021-07-30","4","0","3","0","1","537","146"
"79","2","2021-07-30","3","1","1","1","0","603","111"
"80","0","2021-07-30","115","10","33","69","3","3213","956"
"80","1","2021-07-30","44","5","10","27","2","1592","538"
"80","2","2021-07-30","70","5","23","42","0","1545","401"
"81","0","2021-07-30","33","3","15","15","0","1448","382"
"81","1","2021-07-30","19","3","9","7","0","727","228"
"81","2","2021-07-30","14","0","6","8","0","716","153"
"82","0","2021-07-30","18","5","8","5","0","930","226"
"82","1","2021-07-30","10","3","5","2","0","488","116"
"82","2","2021-07-30","8","2","3","3","0","428","102"
"83","0","2021-07-30","139","23","52","64","0","6221","1504"
"83","1","2021-07-30","69","19","21","29","0","3141","881"
"83","2","2021-07-30","70","4","31","35","0","3001","609"
"84","0","2021-07-30","62","6","34","19","3","4135","906"
"84","1","2021-07-30","23","3","14","6","0","2023","528"
"84","2","2021-07-30","39","3","20","13","3","2064","364"
"85","0","2021-07-30","19","1","12","6","0","1674","295"
"85","1","2021-07-30","10","1","5","4","0","848","184"
"85","2","2021-07-30","8","0","6","2","0","826","111"
"86","0","2021-07-30","6","1","3","2","0","1356","270"
"86","1","2021-07-30","1","0","1","0","0","710","147"
"86","2","2021-07-30","5","1","2","2","0","634","120"
"87","0","2021-07-30","31","7","14","10","0","1236","328"
"87","1","2021-07-30","15","5","5","5","0","586","189"
"87","2","2021-07-30","16","2","9","5","0","645","138"
"88","0","2021-07-30","27","1","5","21","0","2934","860"
"88","1","2021-07-30","12","1","1","10","0","1401","473"
"88","2","2021-07-30","15","0","4","11","0","1522","385"
"89","0","2021-07-30","20","2","12","6","0","2387","595"
"89","1","2021-07-30","10","2","6","2","0","1166","330"
"89","2","2021-07-30","10","0","6","4","0","1196","260"
"90","0","2021-07-30","8","0","7","1","0","2219","600"
"90","1","2021-07-30","4","0","4","0","0","1093","352"
"90","2","2021-07-30","4","0","3","1","0","1126","248"
"91","0","2021-07-30","169","31","43","93","2","9836","1903"
"91","1","2021-07-30","82","19","23","40","0","4842","1032"
"91","2","2021-07-30","86","12","20","52","2","4693","830"
"92","0","2021-07-30","302","39","95","147","21","15047","2741"
"92","1","2021-07-30","146","23","52","65","6","7873","1610"
"92","2","2021-07-30","148","16","42","79","11","7067","1118"
"93","0","2021-07-30","343","37","96","202","8","13766","2495"
"93","1","2021-07-30","174","21","50","102","1","7295","1480"
"93","2","2021-07-30","164","16","44","97","7","6320","989"
"94","0","2021-07-30","142","19","53","65","5","14155","2992"
"94","1","2021-07-30","64","15","25","21","3","7170","1698"
"94","2","2021-07-30","75","4","25","44","2","6866","1268"
"95","0","2021-07-30","138","14","32","83","9","9566","2050"
"95","1","2021-07-30","70","11","18","36","5","5029","1227"
"95","2","2021-07-30","68","3","14","47","4","4457","811"
"01","0","2021-07-31","54","4","19","31","0","2917","625"
"01","1","2021-07-31","23","2","8","13","0","1453","368"
"01","2","2021-07-31","31","2","11","18","0","1440","254"
"02","0","2021-07-31","41","4","17","18","2","4363","1118"
"02","1","2021-07-31","21","4","7","10","0","2109","617"
"02","2","2021-07-31","19","0","10","8","1","2232","493"
"03","0","2021-07-31","11","1","9","1","0","2165","589"
"03","1","2021-07-31","5","1","4","0","0","999","335"
"03","2","2021-07-31","6","0","5","1","0","1144","244"
"04","0","2021-07-31","41","1","10","30","0","1185","254"
"04","1","2021-07-31","20","1","6","13","0","568","151"
"04","2","2021-07-31","21","0","4","17","0","586","96"
"05","0","2021-07-31","10","0","6","3","1","1270","255"
"05","1","2021-07-31","4","0","2","2","0","633","156"
"05","2","2021-07-31","6","0","4","1","1","628","97"
"06","0","2021-07-31","188","36","98","51","3","6733","1539"
"06","1","2021-07-31","98","25","51","21","1","3379","891"
"06","2","2021-07-31","86","11","43","30","2","3264","632"
"07","0","2021-07-31","16","1","14","1","0","2068","502"
"07","1","2021-07-31","14","1","12","1","0","950","298"
"07","2","2021-07-31","2","0","2","0","0","1082","201"
"08","0","2021-07-31","2","0","2","0","0","1197","374"
"08","1","2021-07-31","1","0","1","0","0","613","219"
"08","2","2021-07-31","1","0","1","0","0","573","154"
"09","0","2021-07-31","21","6","15","0","0","441","82"
"09","1","2021-07-31","11","3","8","0","0","207","50"
"09","2","2021-07-31","10","3","7","0","0","230","32"
"10","0","2021-07-31","23","1","11","11","0","1975","442"
"10","1","2021-07-31","14","1","7","6","0","1023","264"
"10","2","2021-07-31","9","0","4","5","0","941","175"
"11","0","2021-07-31","53","7","37","8","1","1261","368"
"11","1","2021-07-31","23","4","15","4","0","634","211"
"11","2","2021-07-31","29","3","22","3","1","615","146"
"12","0","2021-07-31","16","0","11","5","0","1072","235"
"12","1","2021-07-31","7","0","5","2","0","545","134"
"12","2","2021-07-31","9","0","6","3","0","511","99"
"13","0","2021-07-31","479","84","191","194","10","21847","3652"
"13","1","2021-07-31","242","59","81","98","4","11251","2147"
"13","2","2021-07-31","235","25","110","95","5","10460","1478"
"14","0","2021-07-31","73","10","51","11","1","2727","615"
"14","1","2021-07-31","38","7","24","7","0","1321","341"
"14","2","2021-07-31","35","3","27","4","1","1390","270"
